ID	Pāli1	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Pāli Root	Base	Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Source1	Sutta1	Example1	Source2	Sutta2	Example2	Source3	Sutta3	Example3	Test	audio	Feedback
49431	sabhā 1	fem							society; assembly; company					sabhā					DHP 077	paṇḍitavaggo	ovadeyy'ānusāseyya, a<b>sabbhā</b> ca nivāraye,<br/>satañ'hi so piyo hoti, asataṃ hoti appiyo.	SNP 6	parābhavasuttaṃ<br/>uragavaggo	niddāsīlī <b>sabhā</b>-sīlī, anuṭṭhātā ca yo naro,<br/>alaso kodhapaññāṇo, taṃ parābhavato mukhaṃ.				55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sabhā 1&entry.1433863141=DHP"">Fix it here</a>."
10252	asataṃ 2	masc	dat pl	santa	neg				for the wicked; for bad people		√as 1 a (to be)	√as + a > sa	na > a + sa + nta + ataṃ<br/>asanta + ataṃ	asadbhyaḥ	√as				DHP 077	paṇḍitavaggo	ovadeyy'ānusāseyya, asabbhā ca nivāraye,<br/>satañ'hi so piyo hoti, <b>asataṃ</b> hoti appiyo.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=asataṃ 2&entry.1433863141=DHP"">Fix it here</a>."
1935	adhama	adj	superl	adho					lowest; vilest; meanest; worst				adho + ma	adhama					DHP 078	paṇḍitavaggo	na bhaje pāpake mitte, na bhaje purisa-<b>adhame</b>,<br/>bhajetha mitte kalyāṇe, bhajetha puris'uttame.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=adhama&entry.1433863141=DHP"">Fix it here</a>."
47849	purisādhama	masc	comp						wicked person; lit. the worst man				purisa + adhama	puruṣādhama					DHP 078	paṇḍitavaggo	na bhaje pāpake mitte, na bhaje <b>puris'ādhame</b>,<br/>bhajetha mitte kalyāṇe, bhajetha puris'uttame.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=purisādhama&entry.1433863141=DHP"">Fix it here</a>."
18880	dhammapīti	adj	comp						who drinks the Dhamma; who delights in the Dhamma				dhamma + pīti	dharma + pīti					DHP 079	paṇḍitavaggo	<b>dhammapīti</b> sukhaṃ seti, vippasannena cetasā,<br/>ariyappavedite dhamme, sadā ramati paṇḍito.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=dhammapīti&entry.1433863141=DHP"">Fix it here</a>."
46958	pīti 2	adj	in comps						drinking		√pā 1 a (to drink)		√pā > pī + ti	pīti	√pā			Kacc 502, 493 (pā > pī)	DHP 079	paṇḍitavaggo	dhamma-<b>pīti</b> sukhaṃ seti, vippasannena cetasā,<br/>ariyappavedite dhamme, sadā ramati paṇḍito.							55	[sound:pīti.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=pīti 2&entry.1433863141=DHP"">Fix it here</a>."
55642	seti 3	pr					intrans		(comm) lives; stays; dwells; lit. sleeps		√sī 1 a (to lie, sleep)	√sī + *a > se	se + ti	śete	√śī		(DHPa) sukhaṃ setī'ti desanāmattam'ev'etaṃ, catūhi'pi iriyāpathehi sukhaṃ viharatī'ti attho.		DHP 079	paṇḍitavaggo	dhammapīti sukhaṃ <b>seti</b>, vippasannena cetasā,<br/>ariyappavedite dhamme, sadā ramati paṇḍito.							55	[sound:seti.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=seti 3&entry.1433863141=DHP"">Fix it here</a>."
57226	sukhaṃ seti	pr	comp vb				intrans		sleeps well; rests comfortably				sukhaṃ + seti	sukham + śete					DHP 079	paṇḍitavaggo	dhammapīti <b>sukhaṃ</b> <b>seti</b>, vippasannena cetasā,<br/>ariyappavedite dhamme, sadā ramati paṇḍito.	SN 1.71	chetvāsuttaṃ	kiṃsu chetvā <b>sukhaṃ</b> <b>seti</b>, kiṃsu chetvā na socati. kissassu ekadhammassa, vadhaṃ rocesi gotamā”ti. 				55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sukhaṃ seti&entry.1433863141=DHP"">Fix it here</a>."
9598	ariyappavedita	adj	comp						taught by the Noble One; proclaimed by the Buddha				ariya + pavedita	ārya + pravedita					DHP 079	paṇḍitavaggo	dhammapīti sukhaṃ seti, vippasannena cetasā,<br/><b>ariyappavedite</b> dhamme, sadā ramati paṇḍito.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ariyappavedita&entry.1433863141=DHP"">Fix it here</a>."
63825	usukāra	masc	agent, comp						arrow-maker; fletcher				usu + kāra	iṣukāra					DHP 080	paṇḍitavaggo	udakañ'hi nayanti nettikā, <b>usukārā</b> namayanti tejanaṃ,<br/>dāruṃ namayanti tacchakā, attānaṃ damayanti paṇḍitā.	DHP 033	cittavaggo	phandanaṃ capalaṃ cittaṃ, dūrakkhaṃ dunnivārayaṃ,<br/>ujuṃ karoti medhāvī, <b>usukāro</b>'va tejanaṃ.				55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=usukāra&entry.1433863141=DHP"">Fix it here</a>."
58255	tacchaka	masc	agent	tacchati					carpenter; woodworker; lit. cutter		√tacch 1 a (to cut, chop)		√tacch + aka	takṣaka	√takṣ √tvakṣ				DHP 080	paṇḍitavaggo	udakañ'hi nayanti nettikā, usukārā namayanti tejanaṃ,<br/>dāruṃ namayanti <b>tacchakā</b>, attānaṃ damayanti paṇḍitā.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=tacchaka&entry.1433863141=DHP"">Fix it here</a>."
35261	namayati	pr		namati		caus	trans	+acc	makes straight; bends straight; straightens; lit. causes to bend		√nam 1 *aya (to bend)	√nam + aya > namaya (caus)	namaya + ti	namayati	√nam				DHP 080	paṇḍitavaggo	udakañ'hi nayanti nettikā, usukārā <b>namayanti</b> tejanaṃ,<br/>dāruṃ namayanti tacchakā, attānaṃ damayanti paṇḍitā.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=namayati&entry.1433863141=DHP"">Fix it here</a>."
17882	damayati	pr		dammati		caus	trans	+acc	tames; masters; controls; lit. makes tame		√dam 3 *aya (to be tame)	√dam + aya > damaya (caus)	damaya + ti	damayati	√dam				DHP 080	paṇḍitavaggo	udakañ'hi nayanti nettikā, usukārā namayanti tejanaṃ,<br/>dāruṃ namayanti tacchakā, attānaṃ <b>damayanti</b> paṇḍitā.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=damayati&entry.1433863141=DHP"">Fix it here</a>."
36248	nettika 2	masc	agent	netta					irrigator; lit. who guides (water)		√nī 1 a (to lead, carry)		√nī > ne + *tta + ika<br/>netta + ika	netṛ + ika	√nī				DHP 080	paṇḍitavaggo	udakañ'hi nayanti <b>nettikā</b>, usukārā namayanti tejanaṃ,<br/>dāruṃ namayanti tacchakā, attānaṃ damayanti paṇḍitā.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=nettika 2&entry.1433863141=DHP"">Fix it here</a>."
55515	sela 2	masc		silā					rock; stone				silā + *a	śilā					DHP 081	paṇḍitavaggo	<b>selo</b> yathā ekaghano, vātena na samīrati, <br/>evaṃ nindāpasaṃsāsu, na samiñjanti paṇḍitā.	AN 6.55	soṇasuttaṃ	seyyathā’pi, bhante, <b>selo</b> pabbato acchiddo asusiro ekagghano. atha puratthimāya ce'pi disāya āgaccheyya bhusā vātavuṭṭhi n'eva naṃ saṅkampeyya na sampakampeyya na sampavedheyya				55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sela 2&entry.1433863141=DHP"">Fix it here</a>."
21410	ekaghana	adj	comp						solid; dense; lit. one mass				eka + ghana	eka + ghana		ekagghana			DHP 081	paṇḍitavaggo	selo yathā <b>ekaghano</b>, vātena na samīrati, <br/>evaṃ nindāpasaṃsāsu, na samiñjanti paṇḍitā.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ekaghana&entry.1433863141=DHP"">Fix it here</a>."
37463	nindāpasaṃsā	fem	comp						blame and praise; criticism and approval				nindā + pasaṃsā	nindā + praśaṃsā					DHP 081	paṇḍitavaggo	selo yathā ekaghano, vātena na samīrati, <br/>evaṃ <b>nindāpasaṃsāsu</b>, na samiñjanti paṇḍitā.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=nindāpasaṃsā&entry.1433863141=DHP"">Fix it here</a>."
43808	pasaṃsā	fem		pasaṃsati					praise; approval; commendation		√saṃs 1 a (to proclaim, praise)		pa + √saṃs + ā	praśaṃsā	√śaṃs				DHP 081	paṇḍitavaggo	selo yathā ekaghano, vātena na samīrati, <br/>evaṃ nindā-<b>pasaṃsāsu</b>, na samiñjanti paṇḍitā.	TH 245	godattattheragāthā	dummedhehi <b>pasaṃsā</b> ca, viññūhi garahā ca yā, <br/>garahāva seyyo viññūhi, yaṃ ce bālappasaṃsanā.				55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=pasaṃsā&entry.1433863141=DHP"">Fix it here</a>."
37456	nindā	fem		nindati					blame; criticism; fault-finding; disgrace		√nind 1 a (to blame, abuse)		√nind + ā	nindā	√nind √nid				DHP 081	paṇḍitavaggo	selo yathā ekaghano, vātena na samīrati, <br/>evaṃ <b>nindā</b>-pasaṃsāsu, na samiñjanti paṇḍitā.	DHP 143	daṇḍavaggo	hirīnisedho puriso, koci lokasmi vijjati,<br/>yo <b>nindaṃ</b> apabodheti, asso bhadro kasām'iva.				55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=nindā&entry.1433863141=DHP"">Fix it here</a>."
51658	samiñjati 1	pr					intrans		moves; shakes		√iñj 1 a (to move, shake)	√iñj + a > iñja	saṃ + iñja + ti	saṃ + riñjate	√iṅg				DHP 081	paṇḍitavaggo	selo yathā ekaghano, vātena na samīrati, <br/>evaṃ nindā-pasaṃsāsu, na <b>samiñjanti</b> paṇḍitā.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=samiñjati 1&entry.1433863141=DHP"">Fix it here</a>."
51673	samīrati	pr					intrans	+instr	moves (with); shakes (with)		√īr 1 a (to move, shake)	√īr + a > īra	saṃ + īra + ti	samīrte	√īr				DHP 081	paṇḍitavaggo	selo yathā ekaghano, vātena na <b>samīrati</b>, evaṃ nindāpasaṃsāsu, na samiñjanti paṇḍitā.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=samīrati&entry.1433863141=DHP"">Fix it here</a>."
23066	ghana 1	adj							solid; dense					ghana					DHP 081	paṇḍitavaggo	selo yathā eka-<b>ghano</b>, vātena na samīrati, <br/>evaṃ nindāpasaṃsāsu, na samiñjanti paṇḍitā.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ghana 1&entry.1433863141=DHP"">Fix it here</a>."
22500	gambhīra 1	adj							deep					gambhīra					DHP 082	paṇḍitavaggo	yathā'pi rahado <b>gambhīro</b>, vippasanno anāvilo,<br/>evaṃ dhammāni sutvāna, vippasīdanti paṇḍitā.	SN 17.2	baḷisasuttaṃ	seyyathā’pi, bhikkhave, bāḷisiko āmisagataṃ baḷisaṃ <b>gambhīre</b> udakarahade pakkhipeyya. tam’enaṃ aññataro āmisacakkhu maccho gileyya.				55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=gambhīra 1&entry.1433863141=DHP"">Fix it here</a>."
18692	dhamma 13	nt	irreg	dharati					teaching; doctrine		√dhar 1 a (to hold, carry, endure)		√dhar + ma	dharma	√dhṛ		(DHPa) evaṃ dhammānī'ti desanādhammāni.		DHP 082	paṇḍitavaggo	yathā'pi rahado gambhīro,<br/>vippasanno anāvilo,<br/>evaṃ <b>dhammāni</b> sutvāna,<br/>vippasīdanti paṇḍitā.							55	[sound:dhamma.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=dhamma 13&entry.1433863141=DHP"">Fix it here</a>."
67884	vippasīdati 2	pr					intrans		is pleased; is happy; lit. is bright		√sad 1 a (to sink, sit, settle)	√sad + a > sīda (irreg)	vi + pa + sīda + ti	viprasīdati	√sad				DHP 082	paṇḍitavaggo	yathā'pi rahado gambhīro, vippasanno anāvilo,<br/>evaṃ dhammāni sutvāna, <b>vippasīdanti</b> paṇḍitā.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=vippasīdati 2&entry.1433863141=DHP"">Fix it here</a>."
10871	atha vā	idiom	ind + ind						or					athavā					DHP 083	paṇḍitavaggo	sabbattha ve sappurisā cajanti, na kāmakāmā lapayanti santo, <br/>sukhena phuṭṭhā <b>atha vā</b> dukhena, na ucc’āvacaṃ paṇḍitā dassayanti.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=atha vā&entry.1433863141=DHP"">Fix it here</a>."
26784	kāmakāma	adj	comp						who desires sensual pleasure				kāma + kāma	kāmakāma					DHP 083	paṇḍitavaggo	sabbattha ve sappurisā cajanti, na <b>kāmakāmā</b> lapayanti santo, <br/>sukhena phuṭṭhā atha vā dukhena, na ucc’āvacaṃ paṇḍitā dassayanti.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=kāmakāma&entry.1433863141=DHP"">Fix it here</a>."
61065	uccāvaca 1	adj	comp						high and low; good and bad; elated and depressed				ucca + avaca	uccāvaca					DHP 083	paṇḍitavaggo	sabbattha ve sappurisā cajanti, na kāmakāmā lapayanti santo, <br/>sukhena phuṭṭhā atha vā dukhena, na <b>ucc’āvacaṃ</b> paṇḍitā dassayanti.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=uccāvaca 1&entry.1433863141=DHP"">Fix it here</a>."
11894	avaca 1	adj	in comps	ava					low				ava + ca	avaca					DHP 083	paṇḍitavaggo	sabbattha ve sappurisā cajanti, na kāmakāmā lapayanti santo, <br/>sukhena phuṭṭhā atha vā dukhena, na ucc’<b>āvacaṃ</b> paṇḍitā dassayanti.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=avaca 1&entry.1433863141=DHP"">Fix it here</a>."
15628	cajati 1	pr					trans	+acc	gives up; abandons; forsakes; surrenders		√caj 1 a (to give up, let go)	√caj + a > caja	caja + ti	tyajati	√tyaj				DHP 083	paṇḍitavaggo	sabbattha ve sappurisā <b>cajanti</b>, na kāmakāmā lapayanti santo, <br/>sukhena phuṭṭhā atha vā dukhena, na ucc’āvacaṃ paṇḍitā dassayanti.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=cajati 1&entry.1433863141=DHP"">Fix it here</a>."
18304	dassayati	pr		passati		caus	trans	+acc	shows; exhibits; displays; lit. causes to see		√dis 1 *aya (to see)	√dis + aya > dassaya (caus)	dassaya + ti	darśayati	√dṛś				DHP 083	paṇḍitavaggo	sabbattha ve sappurisā cajanti, na kāmakāmā lapayanti santo, <br/>sukhena phuṭṭhā atha vā dukhena, na ucc’āvacaṃ paṇḍitā <b>dassayanti</b>.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=dassayati&entry.1433863141=DHP"">Fix it here</a>."
54042	santa 3	masc	irreg	atthi					virtuous man; good person; wise person; sage		√as 1 a (to be)	√as + a > sa	sa + nta	sat	√as				DHP 083	paṇḍitavaggo	sabbattha ve sappurisā cajanti, na kāmakāmā lapayanti <b>santo</b>, <br/>sukhena phuṭṭhā atha vā dukhena, na ucc’āvacaṃ paṇḍitā dassayanti.	Thai		saddhamma-senā sugatānugo, yo lokassa pāp’ūpakilesa-jetā, <b>santo</b> sayaṃ santi-niyojako ca, svākkhāta-dhammaṃ viditaṃ karoti				55	[sound:santa.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=santa 3&entry.1433863141=DHP"">Fix it here</a>."
31247	lapayati 2	pr		lapati		caus	trans	+acc	talks (to); appeals (to); chats up		√lap 1 *aya (to speak, chat)	√lap + aya > lapaya (caus)	lapaya + ti	lāpayati	√lap				DHP 083	paṇḍitavaggo	sabbattha ve sappurisā cajanti, na kāmakāmā <b>lapayanti</b> santo, <br/>sukhena phuṭṭhā atha vā dukhena, na ucc’āvacaṃ paṇḍitā dassayanti.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=lapayati 2&entry.1433863141=DHP"">Fix it here</a>."
49370	sabbattha 1	ind	adv	sabba					everywhere; in every place				sabba + ttha	sarvatra					DHP 083	paṇḍitavaggo	<b>sabbattha</b> ve sappurisā cajanti, na kāmakāmā lapayanti santo, <br/>sukhena phuṭṭhā atha vā dukhena, na ucc’āvacaṃ paṇḍitā dassayanti.				SNP 16	maṅgalasuttaṃ<br/>cūḷavaggo 4	etādisāni katvāna, <b>sabbattha</b>’m’aparājitā.<br/><b>sabbattha</b> sotthiṃ gacchanti, taṃ tesaṃ maṅgalam’uttaman”ti. 	55	[sound:sabbattha.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sabbattha 1&entry.1433863141=DHP"">Fix it here</a>."
11351	attahetu	ind	adv, comp						for one's own sake				atta + hetu	ātman + hetu					DHP 084	paṇḍitavaggo	na <b>attahetu</b> na parassa hetu, na puttam'icche na dhanaṃ na raṭṭhaṃ,<br/>na iccheyya adhammena samiddhim'attano, sa sīlavā paññavā dhammiko siyā.	AN 3.28	gūthabhāṇīsuttaṃ	iti <b>attahetu</b> vā parahetu vā āmisakiñcikkhahetu vā sampajānamusā bhāsitā hoti. ayaṃ vuccati, bhikkhave, puggalo gūthabhāṇī.				55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=attahetu&entry.1433863141=DHP"">Fix it here</a>."
51630	samiddhi 1	fem	abstr	samijjhati					success; achievement; prosperity		√idh 3 ya (to succeed, accomplish)		saṃ + √idh + ti	saṃsiddhi	√ṛdh				DHP 084	paṇḍitavaggo	na attahetu na parassa hetu, na puttam'icche na dhanaṃ na raṭṭhaṃ,<br/>na iccheyya adhammena <b>samiddhim</b>'attano, sa sīlavā paññavā dhammiko siyā.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=samiddhi 1&entry.1433863141=DHP"">Fix it here</a>."
1936	adhamma 1	masc		dharati	neg				misconduct; unjust means; cheating		√dhar 1 a (to hold, carry, endure)		na > a + √dhar + ma	adharma	√dhṛ				DHP 084	paṇḍitavaggo	na attahetu na parassa hetu, na puttam'icche na dhanaṃ na raṭṭhaṃ,<br/>na iccheyya <b>adhammena</b> samiddhim'attano, sa sīlavā paññavā dhammiko siyā.	DHP 248	malavaggo	evaṃ bho purisa jānāhi, pāpadhammā asaññatā,<br/>mā taṃ lobho <b>adhammo</b> ca, ciraṃ dukkhāya randhayuṃ.	VIN 2.7.7	pādukavaggo	paribbaja mahābrahme,<br/>pacant'aññe'pi pāṇino,<br/>mā tvaṃ <b>adhammo</b> ācarito,<br/>asmā kumbham'iva-abhidā'ti.	55	[sound:adhamma.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=adhamma 1&entry.1433863141=DHP"">Fix it here</a>."
24549	icche	opt		icchati			trans	+acc or +inf	would wish (to); could desire (to); would want (to)		√is 1 a (to wish for)	√is + a > iccha (irreg)	iccha + e	iṣ	√iṣ			Kacc 522, 476 (is > icch)	DHP 084	paṇḍitavaggo	na attahetu na parassa hetu, na puttam'<b>icche</b> na dhanaṃ na raṭṭhaṃ,<br/>na iccheyya adhammena samiddhim'attano, sa sīlavā paññavā dhammiko siyā.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=icche&entry.1433863141=DHP"">Fix it here</a>."
10866	atha 2	ind							but; rather; even					atha					DHP 085	paṇḍitavaggo	appakā te manussesu, ye janā pāragāmino,<br/><b>atha</b>-ayaṃ itarā pajā, tīram'ev'ānudhāvati.	DHP 136	daṇḍavaggo	<b>atha</b> pāpāni kammāni, karaṃ bālo na bujjhati,<br/>sehi kammehi dummedho, aggidaḍḍho'va tappati.	DHP 085	paṇḍitavaggo	appakā te manussesu, ye janā pāragāmino,<br/><b>atha</b>-ayaṃ itarā pajā, tīram'ev'ānudhāvati.	55	[sound:atha.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=atha 2&entry.1433863141=DHP"">Fix it here</a>."
1709	ādānapaṭinissagga	masc	comp						abandoning attachment; relinquishing (all what is) grasping				ādāna + paṭinissagga						DHP 089	paṇḍitavaggo	yesaṃ sambodhiyaṅgesu, sammā cittaṃ subhāvitaṃ,<br/><b>ādānapaṭinissagge</b>, anupādāya ye ratā,<br/>khīṇ'āsavā jutimanto, te loke parinibbutā.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ādānapaṭinissagga&entry.1433863141=DHP"">Fix it here</a>."
26186	jutimant	adj		juti					luminous; radiant; brilliant; magnificent		√jut 1 a (to shine)		√jut + i + mant<br/>juti + mant	dyutimat	√dyut				DHP 089	paṇḍitavaggo	yesaṃ sambodhi'y'aṅgesu, sammā cittaṃ subhāvitaṃ,<br/>ādāna-paṭinissagge, anupādāya ye ratā,<br/>khīṇ'āsavā <b>jutimanto</b>, te loke parinibbutā.							55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=jutimant&entry.1433863141=DHP"">Fix it here</a>."
