user_id	id	pali_1	grammar	neg	verb	trans	plus_case	meaning_1	meaning_lit	ru_meaning	sbs_meaning	sanskrit	sanskrit_root	sanskrit_root_meaning	sanskrit_root_class	root	root_has_verb	root_group	root_sign	root_meaning	root_base	construction	derivative	suffix	phonetic	compound_type	compound_construction	sbs_source_1	sbs_sutta_1	sbs_example_1	sbs_chant_pali_1	sbs_chant_eng_1	sbs_chapter_1	sbs_source_2	sbs_sutta_2	sbs_example_2	sbs_chant_pali_2	sbs_chant_eng_2	sbs_chapter_2	sbs_source_3	sbs_sutta_3	sbs_example_3	sbs_chant_pali_3	sbs_chant_eng_3	sbs_chapter_3	sbs_source_4	sbs_sutta_4	sbs_example_4	sbs_chant_pali_4	sbs_chant_eng_4	sbs_chapter_4	antonym	synonym	variant	commentary	notes	sbs_notes	link	sbs_index	sbs_audio	test	feedback	tags
35183	36427	nāma 2	ind, adv					called; means; by the name of; namely	name			nāma																AN 4.180	mahāpadesasuttaṃ	asukasmiṃ <b>nāma</b> āvāse saṅgho viharati sathero sapāmokkho. tassa me saṅghassa sammukhā sutaṃ sammukhā paṭiggahitaṃ	Cattāro-mahāpadesā	The Four Great References	Teachings	SN 20.7	āṇisuttaṃ	bhūtapubbaṃ, bhikkhave, dasārahānaṃ ānako <b>nāma</b> mudiṅgo ahosi. tassa dasārahā ānake ghaṭite aññaṃ āṇiṃ odahiṃsu.				MN 40	cūḷāssapurasuttaṃ	evaṃ me sutaṃ, ekaṃ samayaṃ bhagavā aṅgesu viharati assapuraṃ <b>nāma</b> aṅgānaṃ nigamo.				VIN 1.2.2	kāyasaṃsaggasikkhāpadaṃ	mātugāmo <b>nāma</b> manuss'itthī, na yakkhī na petī, na tiracchānagatā. antamaso tad'ahujātā'pi dārikā, pag'eva mahattarī.								see SCPN §2			25n	[sound:nāma.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=nāma 2&entry.1433863141=SBS"">Fix it here</a>"	Cattāro-mahāpadesā   
47072	46178	piyakaraṇa	adj, comp					which create affection; creating friendship; which make one loved				priya + karaṇa										piya + karaṇa				dutiyā tappurisa	piy<b>aṃ</b> + karaṇa	AN 6.12	dutiyasāraṇīyasuttaṃ	idha, bhikkhave, bhikkhuno mettaṃ kāyakammaṃ paccupaṭṭhitaṃ hoti sabrahmacārīsu āvi c'eva raho ca, ayam'pi dhammo sāraṇīyo <b>piyakaraṇo</b> garukaraṇo saṅgahāya avivādāya sāmaggiyā ekībhāvāya saṃvattati.	Cha-sāraṇīya-dhammā	Principles of Cordiality	Teachings							MN 48	kosambiyasuttaṃ	cha'y'ime, bhikkhave, dhammā sāraṇīyā <b>piyakaraṇā</b> garukaraṇā saṅgahāya avivādāya sāmaggiyā ekībhāvāya saṃvattanti. katame cha?													(ANa) yo te dhamme pūreti, taṃ sabrahmacārīnaṃ piyaṃ karontī'ti <b>piyakaraṇā</b>.				26n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=piyakaraṇa&entry.1433863141=SBS"">Fix it here</a>"	Cha-sāraṇīya-dhammā   
69944	54007	yāyaṃ 1	sandhi, pron + pron					whatever; whichever; that which				yā + ayam										yā + ayaṃ						MN 48	kosambiyasuttaṃ	bhikkhu <b>y'āyaṃ</b> diṭṭhi ariyā niyyānikā niyyāti takkarassa sammā dukkhakkhayāya tathārūpāya diṭṭhiyā diṭṭhisāmaññagato viharati sabrahmacārīsu āvi c'eva raho ca	Cha-sāraṇīya-dhammā	Principles of Cordiality	Teachings	DN 22.16	mahāsatipaṭṭhānasuttaṃ	<b>y'āyaṃ</b> taṇhā ponobhavikā nandirāgasahagatā tatratatr'ābhinandinī, seyyath'idaṃ, kāmataṇhā bhavataṇhā vibhavataṇhā				AN 9.1	sambodhisuttaṃ	puna caparaṃ, āvuso, bhikkhu <b>y'āyaṃ</b> kathā abhisallekhikā cetovivaraṇasappāyā ... evarūpiyā kathāya nikāmalābhī hoti akicchalābhī akasiralābhī.				MN 54.2	potaliyasuttaṃ	evam'etaṃ yathābhūtaṃ sammappaññāya disvā <b>y'āyaṃ</b> upekkhā nānattā nānattasitā taṃ abhinivajjetvā, <b>y'āyaṃ</b> upekkhā ekattā ekattasitā yattha sabbaso lok'āmis'ūpādānā aparisesā nirujjhanti tam'ev'ūpekkhaṃ bhāveti.							(MNa) <b>y'āyaṃ </b>... yā ayaṃ				26n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=yāyaṃ 1&entry.1433863141=SBS"">Fix it here</a>"	Cha-sāraṇīya-dhammā   
33211	51241	manokamma	nt, comp					mental action; thought; intention	mind action			manas + karman										mano + kamma				kammadhāraya	mano + kamma	MN 48	kosambiyasuttaṃ	mettaṃ <b>manokammaṃ</b> paccupaṭṭhitaṃ hoti sabrahmacārīsu āvi c'eva raho ca.	Cha-sāraṇīya-dhammā	Principles of Cordiality	Teachings	AN 3.51	mahācorasuttaṃ	idha, bhikkhave, pāpabhikkhu visamena kāyakammena samannāgato hoti, visamena vacīkammena samannāgato hoti, visamena <b>manokammena</b> samannāgato hoti.				MN 61	ambalaṭṭhika rāhulovādasuttaṃ	kusalaṃ idaṃ <b>manokammaṃ</b> sukh'udrayaṃ sukhavipākan'ti, ten'eva tvaṃ, rāhula, pītipāmojjena vihareyyāsi ahoratt'ānusikkhī kusalesu dhammesu.											aḍḍhakamma, citta						26n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=manokamma&entry.1433863141=SBS"">Fix it here</a>"	Cha-sāraṇīya-dhammā   
14678	50370	bhogī 1.1	adj, in comps, from bhoga					enjoying; using; experiencing; partaking in				bhogin	√bhuj	enjoy	6, 7	√bhuj	･	2	ṃa	use, eat, enjoy		√bhuj > bhoj > bhog + *a + ī<br>bhoga + ī	taddhita	ī	u > o<br>j > g			MN 48	kosambiyasuttaṃ	bhikkhu ye te lābhā dhammikā dhammaladdhā antamaso pattapariyāpannamattam'pi, tathārūpehi lābhehi appaṭivibhatta<b>bhogī</b> hoti sīlavantehi sabrahmacārīhi sādhāraṇa<b>bhogī</b>.	Cha-sāraṇīya-dhammā	Principles of Cordiality	Teachings							AN 4.62	ānaṇyasuttaṃ	cattār'imāni, gahapati, sukhāni adhigamanīyāni gihinā kāma<b>bhoginā</b> kālena kālaṃ samayena samayaṃ upādāya. katamāni cattāri? atthisukhaṃ, bhogasukhaṃ, ānaṇyasukhaṃ, anavajjasukhaṃ.																	26n	[sound:bhogī.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=bhogī 1.1&entry.1433863141=SBS"">Fix it here</a>"	Cha-sāraṇīya-dhammā   
43584	43960	pariyāpanna 2	pp of pariyāpajjati, in comps				+loc	included (in); contained (in); part (of); belonging (to)				paryāpanna (bsk)	√pad	go	4	√pad	･	3	ya	go, step		pari + [y] + ā + √pad + na	kita	na	+y<br>d > n			MN 48	kosambiyasuttaṃ	bhikkhu ye te lābhā dhammikā dhammaladdhā antamaso patta<b>pariyāpanna</b>mattam'pi, tathārūpehi lābhehi appaṭivibhattabhogī hoti sīlavantehi sabrahmacārīhi sādhāraṇabhogī.	Cha-sāraṇīya-dhammā	Principles of Cordiality	Teachings	VIN PAT PC 73	mohanasikkhāpadaṃ	yo pana bhikkhu anvaddhamāsaṃ pātimokkhe uddissamāne evaṃ vadeyya, idān'eva kho ahaṃ jānāmi, ayam'pi kira dhammo sutt'āgato sutta<b>pariyāpanno</b> anvaddhamāsaṃ uddesaṃ āgacchatī'ti.				VIN PAT SA 12	dubbacasikkhāpadaṃ	bhikkhu pan'eva dubbacajātiko hoti uddesa<b>pariyāpannesu</b> sikkhāpadesu bhikkhūhi sahadhammikaṃ vuccamāno attānaṃ avacanīyaṃ karoti											saṅgahita						26n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=pariyāpanna 2&entry.1433863141=SBS"">Fix it here</a>"	Cha-sāraṇīya-dhammā   
69568	53973	yāni	pron, nt nom & acc pl of ya					whichever (things)				yāni										ya + āni						MN 48	kosambiyasuttaṃ	bhikkhu <b>yāni</b> tāni sīlāni akhaṇḍāni acchiddāni asabalāni akammāsāni bhujissāni viññuppasatthāni aparāmaṭṭhāni samādhisaṃvattanikāni	Cha-sāraṇīya-dhammā	Principles of Cordiality	Teachings	AN 8.13	assājānīyasuttaṃ	<b>yāni</b> kho pan'assa honti sāṭheyyāni kūṭeyyāni jimheyyāni vaṅkeyyāni, tāni yathābhūtaṃ āvikattā hoti satthari vā viññūsu vā sabrahmacārīsu.				SNP 56	ajita māṇava pucchā<br>pārāyanavaggo 1	<b>yāni</b> sotāni lokasmiṃ,<br>sati tesaṃ nivāraṇaṃ,<br>sotānaṃ saṃvaraṃ brūmi,<br>paññāy'ete pidhiyyare.				VIN PAT NP 23	bhesajja sikkhāpada	<b>yāni</b> kho pana tāni gilānānaṃ bhikkhūnaṃ paṭisāyanīyāni bhesajjāni											26n	[sound:yāni.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=yāni&entry.1433863141=SBS"">Fix it here</a>"	Cha-sāraṇīya-dhammā   
45647	41845	patta 1.1	masc, from pivati					bowl; alms bowl; begging bowl				pātra	√pā	drink	1	√pā	･	1	a	drink		√pā + ta	kita	ta	āt > att			MN 107	gaṇakamoggallānasuttaṃ	samiñjite pasārite sampajānakārī, saṅghāṭi<b>patta</b>cīvaradhāraṇe sampajānakārī, asite pīte khāyite sāyite sampajānakārī	Anupubba-sikkhā	The Gradual Training	Teachings	MN 48	kosambiyasuttaṃ	bhikkhu ye te lābhā dhammikā dhammaladdhā antamaso <b>patta</b>pariyāpannamattam'pi, tathārūpehi lābhehi appaṭivibhattabhogī hoti sīlavantehi sabrahmacārīhi sādhāraṇabhogī.	Cha-sāraṇīya-dhammā	Principles of Cordiality	Teachings	MN 91	brahmāyusuttaṃ	so <b>patt</b>'odakaṃ paṭiggaṇhanto na <b>pattaṃ</b> unnāmeti, na <b>pattaṃ</b> onāmeti, na <b>pattaṃ</b> sannāmeti, na <b>pattaṃ</b> vināmeti. so <b>patt</b>'odakaṃ paṭiggaṇhāti n'ātithokaṃ n'ātibahuṃ.				SN 47.10	bhikkhunupassayasuttaṃ	pubb'aṇhasamayaṃ nivāsetvā <b>patta</b>cīvaram'ādāya				apatta			(VIN 1.4.3.1) <b>patto</b> nāma dve pattā ayopatto mattikāpatto'ti.				26n	[sound:patta.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=patta 1.1&entry.1433863141=SBS"">Fix it here</a>"	Anupubba-sikkhā Cha-sāraṇīya-dhammā  
45698	41890	pattapariyāpannamatta	nt, comp					mere contents of one's bowl				pātra + paryāpanna (bsk) + mātrā										patta + pariyāpanna + matta				kammadhāraya	pattapariyāpanna + matta	AN 6.11	paṭhamasāraṇīyasuttaṃ	puna caparaṃ, bhikkhave, bhikkhu ye te lābhā dhammikā dhammaladdhā antamaso <b>pattapariyāpannamattam</b>'pi tathārūpehi lābhehi appaṭivibhattabhogī hoti sīlavantehi sabrahmacārīhi sādhāraṇabhogī, ayam'pi dhammo sāraṇīyo.	Cha-sāraṇīya-dhammā	Principles of Cordiality	Teachings																						(ANa) <b>pattapariyāpannamattam'pī</b>'ti pacchimakoṭiyā pattapariyāpannaṃ pattassa antogataṃ dvattikaṭacchubhikkhāmattampi.				26n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=pattapariyāpannamatta&entry.1433863141=SBS"">Fix it here</a>"	Cha-sāraṇīya-dhammā   
14747	50077	bhujissa 1	adj					cleansing; freeing; liberating				bhujiṣya																AN 6.10	mahānāmasuttaṃ	puna caparaṃ, mahānāma, ariyasāvako attano sīlāni anussarati akhaṇḍāni acchiddāni asabalāni akammāsāni <b>bhujissāni</b> viññuppasatthāni aparāmaṭṭhāni samādhisaṃvattanikāni.	Cha-sāraṇīya-dhammā	Principles of Cordiality	Teachings																						(ANa) tāni pan'etāni taṇhādāsabyato mocetvā bhujissabhāvakaraṇato <b>bhujissāni</b>				26n	[sound:bhujissa.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=bhujissa 1&entry.1433863141=SBS"">Fix it here</a>"	Cha-sāraṇīya-dhammā   
48147	54773	raho 1	ind, adv, masc nom sg of rahas, mano group					privately; secretly; in seclusion; alone				rahas	√rah	desert	1	√rah	×	1	a	leave, desert		√rah + as + o<br>rahas + o						MN 48	kosambiyasuttaṃ	idha bhikkhave bhikkhuno mettaṃ kāyakammaṃ paccupaṭṭhitaṃ hoti sabrahmacārīsu āvi c'eva <b>raho</b> ca	Cha-sāraṇīya-dhammā	Principles of Cordiality	Teachings	SN 10.5	sānusuttaṃ	sānuṃ pabuddhaṃ vajjāsi,<br>yakkhānaṃ vacanaṃ idaṃ,<br>m'ākāsi pāpakaṃ kammaṃ,<br>āvi vā yadi vā <b>raho.</b>				SN 21.10	theranāmakasuttaṃ	so eko gāmaṃ piṇḍāya pavisati eko paṭikkamati eko <b>raho</b> nisīdati eko caṅkamaṃ adhiṭṭhāti.				MN 139	araṇavibhaṅgasuttaṃ	<b>raho</b>vādaṃ na bhāseyya, sammukhā na khīṇaṃ bhaṇe. ataramāno'va bhāseyya, no taramāno.				āvi	anuraho		(VIN 1.3.1) <b>raho</b> nāma cakkhussa raho, sotassa raho.<br>(ANa) <b>āvi c'eva raho cā</b>'ti sammukhā ca parammukhā ca.	mano-group nouns, while neuter in Sanskrit, are considered to be masculine by classical Pāḷi grammars such as Saddanīti			26n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=raho 1&entry.1433863141=SBS"">Fix it here</a>"	Cha-sāraṇīya-dhammā   
13732	49147	bhagavā	masc, nom sg of bhagavant					Sublime One; Blessed One; Fortunate One; epithet of the Buddha				bhagavat	√bhaj	divide, share	1	√bhaj	･	1	a	divide, distribute		√bhaj > bhag > bhāg + a + vant + ā<br>bhaga + vā			j > g			SN 11.3	dhajaggasuttaṃ	iti'pi so <b>bhagavā</b> arahaṃ sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ buddho bhagavā'ti	Buddha-dhamma-saṅgha-guṇā		Protective Recitations	MN 48	kosambiyasuttaṃ	ekaṃ samayaṃ <b>bhagavā</b> kosambiyaṃ viharati ghosit'ārāme	Cha-sāraṇīya-dhammā	Principles of Cordiality	Teachings	DN 16.36	mahāparinibbānasuttaṃ	atha kho <b>bhagavā</b> bhikkhū āmantesi, handa dāni, bhikkhave, āmantayāmi vo, vayadhammā saṅkhārā appamādena sampādethā'ti. ayaṃ tathāgatassa pacchimā vācā.				MN 40	cūḷāssapurasuttaṃ	idam'avoca <b>bhagavā</b>. attamanā te bhikkhū bhagavato bhāsitaṃ abhinandun'ti.											26n	[sound:bhagavā.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=bhagavā&entry.1433863141=SBS"">Fix it here</a>"	Buddha-dhamma-saṅgha-guṇā Cha-sāraṇīya-dhammā  
33861	53198	metta 1	adj, from mitta					friendly; benevolent; kind				mitriya	√mith	alternate, altercate	1	√mitt	･	1	a	be friendly		√mitt > mett + *a	kita	*a	i > e			KHP 9	karaṇīya mettasuttaṃ	<b>mettañ</b>'ca sabbalokasmiṃ, mānasam'bhāvaye aparimāṇaṃ,  <br>uddhaṃ adho ca tiriyañ'ca,  asambādhaṃ, averaṃ, asapattaṃ.	Karaṇīya-metta-sutta	The Buddha's Words on Loving-Kindness	Protective Recitations	MN 48	kosambiyasuttaṃ	<b>mettaṃ</b> vacīkammaṃ paccupaṭṭhitaṃ hoti sabrahmacārīsu āvi c'eva raho ca.	Cha-sāraṇīya-dhammā	Principles of Cordiality	Teachings	MN 31	cūḷagosiṅgasuttaṃ	tassa mayhaṃ, bhante, imesu āyasmantesu <b>mettaṃ</b> kāyakammaṃ paccupaṭṭhitaṃ āvi c'eva raho ca				MN 62	mahārāhulovādasuttaṃ	<b>mettaṃ</b>, rāhula, bhāvanaṃ bhāvehi. mettañ'hi te, rāhula, bhāvanaṃ bhāvayato yo byāpādo so pahīyissati.					abyāpajja, avera, mettāvihārī, sakhila						26n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=metta 1&entry.1433863141=SBS"">Fix it here</a>"	Karaṇīya-metta-sutta Cha-sāraṇīya-dhammā  
33629	50939	matta 1.2	pp of mināti, in comps					mere; simple; the fact of; by virtue of	measured			mātra	√mā	measure	2, 3, 4	√mā	･	5	nā	measure		√mā + ta	kita	ta	āt > att			Trad		yathā paccayaṃ pavattamānaṃ dhātu<b>mattam'</b>ev'etaṃ, yad idaṃ piṇḍapāto tad upabhuñjako ca puggalo, dhātumattako nissatto nijjīvo suñño,	Āhāra-paṭikūla-paccavekkhaṇa-pāṭho	The Repulsiveness of Food	Reflections	MN 48	kosambiyasuttaṃ	bhikkhu ye te lābhā dhammikā dhammaladdhā antamaso pattapariyāpanna<b>mattam'</b>pi, tathārūpehi lābhehi appaṭivibhattabhogī hoti sīlavantehi sabrahmacārīhi sādhāraṇabhogī.	Cha-sāraṇīya-dhammā	Principles of Cor diality	Teachings	DHP 262	dhammaṭṭhavaggo	na vākkaraṇa<b>mattena</b>,<br>vaṇṇapokkharatāya vā,<br>sādhurūpo naro hoti,<br>issukī maccharī saṭho.				MN 40	cūḷāssapurasuttaṃ	ehi tvaṃ, bhadramukha, saṅghāṭiko hohi, saṅghāṭikassa te sato saṅghāṭidhāraṇa<b>mattena</b> abhijjhālussa abhijjhā pahīyissati											26n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=matta 1.2&entry.1433863141=SBS"">Fix it here</a>"	Āhāra-paṭikūla-paccavekkhaṇa-pāṭho Cha-sāraṇīya-dhammā  
39911	39537	paccupaṭṭhita 6	pp of paccupaṭṭhāti				+acc	established; in place	stood near			pratyupasthita	√sthā	stand	1	√ṭhā	･	1	a	stand		pati > paty > pacc + upa + √ṭhā + ita	kita	ita	ti > ty > cc			MN 48	kosambiyasuttaṃ	idha bhikkhave bhikkhuno mettaṃ kāyakammaṃ <b>paccupaṭṭhitaṃ</b> hoti sabrahmacārīsu āvi c'eva raho ca	Cha-sāraṇīya-dhammā	Principles of Cordiality	Teachings							MN 12	mahāsīhanādasuttaṃ	tatrāssu me idaṃ, sāriputta, jegucchismiṃ hoti, so kho ahaṃ, sāriputta, sato'va abhikkamāmi, sato'va paṭikkamāmi, yāva udakabindumhi'pi me dayā <b>paccupaṭṭhitā</b> hoti, m'āhaṃ khuddake pāṇe visamagate saṅghātaṃ āpādesin'ti.																	26n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=paccupaṭṭhita 6&entry.1433863141=SBS"">Fix it here</a>"	Cha-sāraṇīya-dhammā   
60706	31026	tumhe 1	pron, 2nd nom pl of tvaṃ					you all; you (royal plural)				yūyam										tumha + e						MN 104	sāmagāmasuttaṃ	ime ce <b>tumhe</b>, ānanda, cha sāraṇīye dhamme samādāya vatteyyātha, passatha no <b>tumhe</b> taṃ vacanapathaṃ, aṇuṃ vā thūlaṃ vā, yaṃ <b>tumhe</b> n'ādhivāseyyāthā'ti?	Cha-sāraṇīya-dhammā	Principles of Cordiality	Teachings	MN 40	cūḷāssapurasuttaṃ	samaṇā samaṇā'ti vo, bhikkhave, jano sañjānāti. <b>tumhe</b> ca pana, ke <b>tumhe</b>'ti puṭṭhā samānā, samaṇ'āmhā'ti paṭijānātha.				SN 35.240	kummopamasuttaṃ	yato <b>tumhe</b>, bhikkhave, indriyesu guttadvārā viharissatha, atha tumhehipi māro pāpimā nibbijja pakkamissati, otāraṃ alabhamāno, kummamhāva siṅgālo'ti.				DHP 274	maggavaggo	ese'va maggo natth'añño, dassanassa visuddhiyā,<br>etañ'hi <b>tumhe</b> paṭipajjatha, mārass'etaṃ pamohanaṃ.											26n	[sound:tumhe.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=tumhe 1&entry.1433863141=SBS"">Fix it here</a>"	Cha-sāraṇīya-dhammā   
19026	34970	dhammika 2	adj, from dhamma					righteous; just	according to the Dhamma			dharmya	√dhṛ	hold	1	√dhar	･	1	a	hold, carry, endure		√dhar + ma + ika<br>dhamma + ika	taddhita	ika	r > m			MN 48	kosambiyasuttaṃ	bhikkhu ye te lābhā <b>dhammikā</b> dhammaladdhā antamaso pattapariyāpannamattam'pi, tathārūpehi lābhehi appaṭivibhattabhogī hoti sīlavantehi sabrahmacārīhi sādhāraṇabhogī.	Cha-sāraṇīya-dhammā	Principles of Cordiality	Teachings	DHP 084	paṇḍitavaggo	na attahetu na parassa hetu,<br>na puttam'icche na dhanaṃ na raṭṭhaṃ,<br>na iccheyya adhammena samiddhim'attano,<br>sa sīlavā paññavā <b>dhammiko</b> siyā.				MN 91	brahmāyusuttaṃ	sace agāraṃ ajjhāvasati, rājā hoti cakkavattī <b>dhammiko</b> dhammarājā cāturanto vijitāvī janapadatthāvariyappatto sattaratanasamannāgato. tass'imāni satta ratanāni bhavanti				AN 4.61	pattakammasuttaṃ	sa kho so, gahapati, ariyasāvako uṭṭhānavīriy'ādhigatehi bhogehi bāhābalaparicitehi sed'āvakkhittehi <b>dhammikehi</b> dhammaladdhehi imāni cattāri pattakammāni kattā hoti.				adhammika	dhammaṭṭha, sugatī						26n	[sound:dhammika.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=dhammika 2&entry.1433863141=SBS"">Fix it here</a>"	Cha-sāraṇīya-dhammā   
50745	59672	samādhisaṃvattanika	adj, comp					leading to samadhi; conducive to mental composure				samādhi + saṃvartanīya										samādhi + saṃvattanika				catutthī tappurisa	samādh<b>iyā</b> + saṃvattanika	AN 6.10	mahānāmasuttaṃ	puna caparaṃ, mahānāma, ariyasāvako attano sīlāni anussarati akhaṇḍāni acchiddāni asabalāni akammāsāni bhujissāni viññuppasatthāni aparāmaṭṭhāni <b>samādhisaṃvattanikāni</b>.	Cha-sāraṇīya-dhammā	Principles of Cordiality	Teachings																			asamādhisaṃvattanika			(DNa) upacārasamādhiṃ vā appanāsamādhiṃ vā saṃvattayantī'ti <b>samādhisaṃvattanikānī</b>'ti vuccanti.<br>(ANa) <b>samādhisaṃvattanikānī</b>'ti maggasamādhiphalasamādhinibbattakāni.				26n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=samādhisaṃvattanika&entry.1433863141=SBS"">Fix it here</a>"	Cha-sāraṇīya-dhammā   
58764	30268	tāni 1	pron, nt nom pl of ta					they; those; those things				tvāṇi										ta + āni						MN 48	kosambiyasuttaṃ	bhikkhu yāni <b>tāni</b> sīlāni akhaṇḍāni acchiddāni asabalāni akammāsāni bhujissāni viññuppasatthāni aparāmaṭṭhāni samādhisaṃvattanikāni	Cha-sāraṇīya-dhammā	Principles of Cordiality	Teachings	AN 8.13	assājānīyasuttaṃ	yāni kho pan'assa honti sāṭheyyāni kūṭeyyāni jimheyyāni vaṅkeyyāni, <b>tāni</b> yathābhūtaṃ āvikattā hoti satthari vā viññūsu vā sabrahmacārīsu.				MN 39	mahāassapurasuttaṃ	<b>tāni</b> yāva c'aggā yāva ca mūlā sītena vārinā abhisannāni parisannāni paripūrāni paripphuṭāni, n'āssa kiñci sabbāvataṃ uppalānaṃ vā padumānaṃ vā puṇḍarīkānaṃ vā sītena vārinā apphuṭaṃ assa				VIN PAT NP 23	bhesajja sikkhāpada	yāni kho pana <b>tāni</b> gilānānaṃ bhikkhūnaṃ paṭisāyanīyāni bhesajjāni											26n	[sound:tāni.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=tāni 1&entry.1433863141=SBS"">Fix it here</a>"	Cha-sāraṇīya-dhammā   
