user_id	id	pali_1	grammar	neg	verb	trans	plus_case	meaning_1	meaning_lit	ru_meaning	sanskrit	sanskrit_root	sanskrit_root_meaning	sanskrit_root_class	root	root_has_verb	root_group	root_sign	root_meaning	root_base	construction	derivative	suffix	phonetic	compound_type	compound_construction	sbs_source_1	sbs_sutta_1	sbs_example_1	link	sbs_audio	test	feedback
69876	53549	yatthaṭṭhita	adj, comp					where standing; where staying; where remaining		где стоит; где пребывает	yatra + sthita										yattha + ṭhita				kammadhāraya	yattha + ṭhita	DHP 128	pāpavaggo	na antalikkhe na samuddamajjhe,<br>na pabbatānaṃ vivaraṃ pavissa,<br>na vijjatī so jagatippadeso,<br><b>yatthaṭṭhitaṃ</b> nappasaheyya maccu.		[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=yatthaṭṭhita&entry.1433863141=Parittas"">Fix it here</a>"
58991	30135	tasati 1.1	pr			intrans	+gen	is afraid (of); fears		боится; пугается	trasati	√tras	be terrified	1	√tas	･	1	a	tremble, fear	√tas + a > tasa	tasa + ti						DHP 129	daṇḍavaggo	sabbe <b>tasanti</b> daṇḍassa,<br>sabbe bhāyanti maccuno,<br>attānaṃ upamaṃ katvā,<br>na haneyya na ghātaye.		[sound:tasati.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=tasati 1.1&entry.1433863141=Parittas"">Fix it here</a>"
14369	49713	bhāyati 2	pr			trans	+acc	is afraid (for); fears (for); is concerned (for)		боится; пугается	bibheti	√bhī	fear	1, 3, 10	√bhī	･	1	a	fear	√bhī + a > bhāya	bhāya + ti			ī > āy			DHP 129	daṇḍavaggo	sabbe tasanti daṇḍassa, sabbe <b>bhāyanti</b> maccuno,<br>attānaṃ upamaṃ katvā, na haneyya na ghātaye.			02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=bhāyati 2&entry.1433863141=Parittas"">Fix it here</a>"
49400	59032	sabbe	pron, nom pl, irreg					all; every; everything; everyone		весь; каждый	sarva																DHP 130	daṇḍavaggo	<b>sabbe</b> tasanti daṇḍassa, sabbesaṃ jīvitaṃ piyaṃ.<br>attānaṃ upamaṃ katvā, na haneyya na ghātaye.		[sound:sabbe.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sabbe&entry.1433863141=Parittas"">Fix it here</a>"
23168	25578	ghātayati	pr			trans	+acc	kills; slaughters		убивает; забивать	ghātayati	√han √ghaṭ	smite	1, 2, 8	√ghaṭ	･	8	*aya	strike, kill	√ghaṭ + *aya > ghāṭaya > ghātaya (irreg)	ghātaya + ti			a > ā<br>ṭ > t			DHP 130	daṇḍavaggo	sabbe tasanti daṇḍassa,<br>sabbesaṃ jīvitaṃ piyaṃ,<br>attānaṃ upamaṃ katvā,<br>na haneyya na <b>ghātaye</b>.			02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ghātayati&entry.1433863141=Parittas"">Fix it here</a>"
23844	70964	hanati 1	pr			trans	+acc	hits; beats; strikes; thrashes; stabs		ударяет; травмирует; ранит	hanati	√han	smite	1, 2	√han	･	1	a	strike, kill	√han + a > hana	hana + ti						DHP 130	daṇḍavaggo	sabbe tasanti daṇḍassa, sabbesaṃ jīvitaṃ piyaṃ.<br>attānaṃ upamaṃ katvā, na <b>haneyya</b> na ghātaye.		[sound:hanati.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=hanati 1&entry.1433863141=Parittas"">Fix it here</a>"
49408	59040	sabbesaṃ 2	pron, masc & nt gen pl of sabba					of all		всех	sarveṣām										sabba + esānaṃ > esaṃ						DHP 130	daṇḍavaggo	sabbe tasanti daṇḍassa, <br><b>sabbesaṃ</b> jīvitaṃ piyaṃ.<br>attānaṃ upamaṃ katvā, <br>na haneyya na ghātaye.			02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sabbesaṃ 2&entry.1433863141=Parittas"">Fix it here</a>"
47053	46170	piya 1	adj				+dat	dear (to); beloved (by); loved (by)		любимый (кем-то); ценимый (кем-то); чтимый (кем-то)	priya	√prī	please	9	√pī	･	5	nā	love, please		√pī > piy + a	kita	a	ī > iy			DHP 130	daṇḍavaggo	sabbe tasanti daṇḍassa,<br>sabbesaṃ jīvitaṃ <b>piyaṃ</b>,<br>attānaṃ upamaṃ katvā,<br>na haneyya na ghātaye.		[sound:piya.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=piya 1&entry.1433863141=Parittas"">Fix it here</a>"
17949	31761	daṇḍa 1	masc					stick; truncheon; nightstick; club		палка; дубина	daṇḍa																DHP 130	daṇḍavaggo	sabbe tasanti <b>daṇḍassa</b>,<br>sabbesaṃ jīvitaṃ piyaṃ,<br>attānaṃ upamaṃ katvā,<br>na haneyya na ghātaye.		[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=daṇḍa 1&entry.1433863141=Parittas"">Fix it here</a>"
62714	15925	upamā 1	fem, abstr, from upameti					simile; comparison; parallel		сравнение; параллель	upamā	√mā	measure	2, 3, 4	√mā	･	5	nā	measure		upa + √mā + ā	kita	ā				DHP 130	daṇḍavaggo	sabbe tasanti daṇḍassa, sabbesaṃ jīvitaṃ piyaṃ.<br>attānaṃ <b>upamaṃ</b> katvā, na haneyya na ghātaye.			02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=upamā 1&entry.1433863141=Parittas"">Fix it here</a>"
14874	50150	bhūta 3	nt, pp of bhavati					being; living being; entity	become	существо; живое существо	bhūta	√bhū	be	1	√bhū	･	1	a	be, become		√bhū + ta	kita	ta				DHP 131	daṇḍavaggo	sukhakāmāni <b>bhūtāni</b>,<br>yo daṇḍena vihiṃsati,<br>attano sukham'esāno,<br>pecca so na labhate sukhaṃ.		[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=bhūta 3&entry.1433863141=Parittas"">Fix it here</a>"
57220	63458	sukhakāma	adj, comp					wishing for ease; desiring comfort		желающий счастье; любящий легкость	sukha + kāma										sukha + kāma				dutiyā tappurisa	sukh<b>aṃ</b> + kāma	DHP 131	daṇḍavaggo	<b>sukhakāmāni</b> bhūtāni,<br>yo daṇḍena vihiṃsati,<br>attano sukham'esāno,<br>pecca so na labhate sukhaṃ.		[sound:sukhakāma.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sukhakāma&entry.1433863141=Parittas"">Fix it here</a>"
21833	18029	esāna	prp of esati			trans	+acc	seeking (for); searching (for)		ищущий; разыскивающий	eṣamāṇa	√iṣ	seek, desire	1, 4, 6, 9	√es	･	1	a	seek, search	√es + a > esa	esa + āna	kita	āna				DHP 131	daṇḍavaggo	sukhakāmāni bhūtāni,<br>yo daṇḍena vihiṃsati,<br>attano sukham'<b>esāno</b>,<br>pecca so na labhate sukhaṃ.			02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=esāna&entry.1433863141=Parittas"">Fix it here</a>"
31012	55632	labhate	pr, reflx 3rd sg of labhati			trans	+acc	one oneself gets; one oneself obtains		сам получает; сам приобретает	labhate	√labh	take	1	√labh	･	1	a	get	√labh + a > labha	labha + te						DHP 131	daṇḍavaggo	sukhakāmāni bhūtāni,<br>yo daṇḍena vihiṃsati,<br>attano sukham'esāno,<br>pecca so na <b>labhate</b> sukhaṃ.		[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=labhate&entry.1433863141=Parittas"">Fix it here</a>"
57201	63456	sukha 2	nt, abstr					ease; comfort; happiness; pleasure; contentment		счастье; легкость; удобство; благополучие	sukha	√sukh	please	10	√sukh	･	1	a	please, be comfortable		√sukh + a	kita	a				DHP 131	daṇḍavaggo	sukhakāmāni bhūtāni,<br>yo daṇḍena vihiṃsati,<br>attano <b>sukham</b>'esāno,<br>pecca so na labhate <b>sukhaṃ</b>.		[sound:sukha.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sukha 2&entry.1433863141=Parittas"">Fix it here</a>"
66703	69724	vihiṃsati	pr			trans	+acc	hurts; harms; injures; is cruel		ранит; вредит	vihiṃsati	√hiṃs √hiṅs	injure	1, 7	√his	･	2	ṃa	hurt, harm	√his + ṃa > hiṃsa	vi + hiṃsa + ti			sṃ > ṃs (metathesis)			DHP 131	daṇḍavaggo	sukhakāmāni bhūtāni,<br>yo daṇḍena <b>vihiṃsati</b>,<br>attano sukham'esāno,<br>pecca so na labhate sukhaṃ.		[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=vihiṃsati&entry.1433863141=Parittas"">Fix it here</a>"
46480	47568	pharusa 1	adj					(of speech) harsh; rough; rude; unkind		грубый; жесткий; резкий	paruṣa																DHP 133	daṇḍavaggo	m'āvoca <b>pharusaṃ</b> kañci,<br>vuttā paṭivadeyyu taṃ,<br>dukkhā hi sārambhakathā,<br>paṭidaṇḍā phuseyyu taṃ.		[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=pharusa 1&entry.1433863141=Parittas"">Fix it here</a>"
46624	47763	phusati 2	pr			trans	+acc	affects; befalls; harms; impacts	touches	влияет; вредит; оказывает воздействие (на)	spṛśati	√spṛś	touch	6	√phus	･	1	a	touch	√phus + a > phusa	phusa + ti						DHP 133	daṇḍavaggo	m'āvoca pharusaṃ kañci,<br>vuttā paṭivadeyyu taṃ,<br>dukkhā hi sārambhakathā,<br>paṭidaṇḍā <b>phuseyyu</b> taṃ.		[sound:phusati.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=phusati 2&entry.1433863141=Parittas"">Fix it here</a>"
69158	70037	vutta 2.3	pp of vacati					spoken to		которому сказали; с которым говорили	ukta	√vac	speak	2, 3	√vac	･	1	a	say, speak		√vac > vuc + ta	kita	ta	a > u<br>c > t			DHP 133	daṇḍavaggo	m'āvoca pharusaṃ kañci,<br><b>vuttā</b> paṭivadeyyu taṃ,<br>dukkhā hi sārambhakathā,<br>paṭidaṇḍā phuseyyu taṃ.		[sound:vutta.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=vutta 2.3&entry.1433863141=Parittas"">Fix it here</a>"
46630	47789	phuseyyu	opt 3rd pl of phuseyya, irreg form of phuseyyuṃ			trans	+acc	they could affect; they could befall; they could harm; they could impact	they could touch	они могут повлиять; они могут выпасть на долю; они могут навредить; они могут оказать воздействие (на)	spṛśet	√spṛś	touch	6	√phus	･	1	a	touch	√phus + a > phusa	phusa + eyya + um<br>phuseyya + u(ṃ) > phuseyyu			uṃ > u (elision)			DHP 133	daṇḍavaggo	m'āvoca pharusaṃ kañci,<br>vuttā paṭivadeyyu taṃ,<br>dukkhā hi sārambhakathā,<br>paṭidaṇḍā <b>phuseyyu</b> taṃ.			02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=phuseyyu&entry.1433863141=Parittas"">Fix it here</a>"
45512	40998	paṭivadeyyu	opt 3rd pl of paṭivadeyya, irreg form of paṭivadeyyuṃ			trans	+acc	they could reply (to); they could retort (to); they could speak back (to)		они могли бы ответить (на); они могут возразить (на); они могли бы сказать в ответ	prativadeyuḥ	√vad	speak	1	√vad	･	1	a	say, speak	√vad + a > vada	pati + vada + eyya + uṃ<br>paṭivadeyya + u(ṃ) > paṭivadeyyu			ūm > u (contraction)			DHP 133	daṇḍavaggo	m'āvoca pharusaṃ kañci,<br>vuttā <b>paṭivadeyyu</b> taṃ,<br>dukkhā hi sārambhakathā,<br>paṭidaṇḍā phuseyyu taṃ.			02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=paṭivadeyyu&entry.1433863141=Parittas"">Fix it here</a>"
54542	62492	sārambhakathā	fem, comp					quarrelsome speech; angry discussion; fighting talk		сварливая речь; гневный разговор	saṃrambha + kathā										sārambha + kathā				kammadhāraya	sārambha + kathā	DHP 133	daṇḍavaggo	m'āvoca pharusaṃ kañci,<br>vuttā paṭivadeyyu taṃ,<br>dukkhā hi <b>sārambhakathā</b>,<br>paṭidaṇḍā phuseyyu taṃ.			02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sārambhakathā&entry.1433863141=Parittas"">Fix it here</a>"
45511	40995	paṭivadati	pr			trans	+acc	replies (to); retorts (to); speaks back (to)		отвечает (на); возражает (на)	prativadati	√vad	speak	1	√vad	･	1	a	say, speak	√vad + a > vada	pati + vada + ti						DHP 133	daṇḍavaggo	m'āvoca pharusaṃ kañci,<br>vuttā <b>paṭivadeyyu</b> taṃ,<br>dukkhā hi sārambhakathā,<br>paṭidaṇḍā phuseyyu taṃ.			02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=paṭivadati&entry.1433863141=Parittas"">Fix it here</a>"
44697	40462	paṭidaṇḍa	masc, from daṇḍa					retaliation; retribution; revenge; payback	beating in return	возмездие; воздаяние; месть; расплата	pratidaṇḍa (disobedient)										pati + daṇḍa						DHP 133	daṇḍavaggo	m'āvoca pharusaṃ kañci,<br>vuttā paṭivadeyyu taṃ,<br>dukkhā hi sārambhakathā,<br><b>paṭidaṇḍā</b> phuseyyu taṃ.			02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=paṭidaṇḍa&entry.1433863141=Parittas"">Fix it here</a>"
12747	10795	avoca	aor of vacati			trans	+acc	said (to)		сказал	avocat	√vac	speak	2, 3	√vac	･	1	a	say, speak	√vac + a > vaca > voca (irreg)	a + voca + a			vac > voc (Kacc 477, 479)<br>a > o			DHP 133	daṇḍavaggo	mā-<b>avoca</b> pharusaṃ kañci,<br>vuttā paṭivadeyyu taṃ,<br>dukkhā hi sārambhakathā,<br>paṭidaṇḍā phuseyyu taṃ.		[sound:avoca.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=avoca&entry.1433863141=Parittas"">Fix it here</a>"
54537	62490	sārambha 1.1	masc, abstr					anger; violence; aggressiveness; fury; wrath		гнев; насилие; агрессия; ярость	saṃrambha	√rabh	take hold	1	√rabh	･	1	a	be aroused, violent	√rabh + a > rabha > rambha (irreg)	saṃ > sā + rambha + a	kita	a	aṃ > ā before r			DHP 133	daṇḍavaggo	m'āvoca pharusaṃ kañci, vuttā paṭivadeyyu taṃ,<br>dukkhā hi <b>sārambha</b>kathā, paṭidaṇḍā phuseyyu taṃ.		[sound:sārambha.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sārambha 1.1&entry.1433863141=Parittas"">Fix it here</a>"
62550	16280	upahata 1	pp of upahanati					injured; impaired; broken; deteriorated		поврежденный; испорченный; сломанный	upahata	√han	smite	1, 2	√han	･	1	a	strike, kill		upa + √han + ta	kita	ta	nt > t			DHP 134	daṇḍavaggo	sace n'eresi attānaṃ,<br>kaṃso <b>upahato</b> yathā,<br>esa patto'si nibbānaṃ,<br>sārambho te na vijjati.		[sound:upahata.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=upahata 1&entry.1433863141=Parittas"">Fix it here</a>"
21825	17994	ereti 1	pr, caus of īrati			trans	+acc	agitates; arouses	causes to move	встряхивает; пробуждает	īrayati	√īr	set in motion	1, 2	√īr	･	1	*e	move, shake	√īr + *e > ere (caus)	ere + ti			ī > e			DHP 134	daṇḍavaggo	sace na-<b>eresi</b> attānaṃ,<br>kaṃso upahato yathā,<br>esa patto'si nibbānaṃ,<br>sārambho te na vijjati.			02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ereti 1&entry.1433863141=Parittas"">Fix it here</a>"
45651	41851	patta 3.1	pp of pāpuṇāti				+acc	reached; attained; gained; accomplished; found		достигнутый; приобретенный	prāpta	√āp	obtain	5	√ap	･	4	uṇā	reach, attain		pa + √ap + ta	kita	ta	p > t			DHP 134	daṇḍavaggo	sace n'eresi attānaṃ,<br>kaṃso upahato yathā,<br>esa <b>patto</b>'si nibbānaṃ,<br>sārambho te na vijjati.		[sound:patta.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=patta 3.1&entry.1433863141=Parittas"">Fix it here</a>"
36200	38799	nereti	pr, caus of na īrati	neg		trans	+acc	does not agitate; does not arouse	does not causes to move	не встряхивает; не пробуждает	na + īrayati	√īr	set in motion	1, 2	√īr	･	1	*e	move, shake	√īr + *e > ere (caus)	na + ere + ti<br>na + ereti			ī > e			DHP 134	daṇḍavaggo	sace <b>n'eresi</b> attānaṃ,<br>kaṃso upahato yathā,<br>esa patto'si nibbānaṃ,<br>sārambho te na vijjati.			02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=nereti&entry.1433863141=Parittas"">Fix it here</a>"
27112	20868	kaṃsa 4	masc					(bronze) gong		(бронзовый) гонг	kaṃsa																DHP 134	daṇḍavaggo	sace n'eresi attānaṃ,<br><b>kaṃso</b> upahato yathā,<br>esa patto'si nibbānaṃ,<br>sārambho te na vijjati.			02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=kaṃsa 4&entry.1433863141=Parittas"">Fix it here</a>"
41549	45397	pāṇī 1.1	masc, agent, from pāṇa					living being	breather	живое существо	prāṇin	√an	breathe	1, 2, 6	√an	･	1	a	breath, blow		pa + √an > ān + a + *ī<br>pāṇa + ī	taddhita	*ī	a > ā			DHP 135	daṇḍavaggo	yathā daṇḍena gopālo,<br>gāvo pājeti gocaraṃ,<br>evaṃ jarā ca maccu ca,<br>āyuṃ pājenti <b>pāṇinaṃ</b>.		[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=pāṇī 1.1&entry.1433863141=Parittas"">Fix it here</a>"
40527	45280	pājeti	pr, caus of pa √aj			trans	+acc	drives on (to); urges on (to)	causes to drive	ведет (к); подгоняет (к); правит	pra + ajati	√aj	drive	1	√aj	･	1	*e	go, drive	√aj + *e > āje (caus)	pa + āje + ti						DHP 135	daṇḍavaggo	yathā daṇḍena gopālo,<br>gāvo <b>pājeti</b> gocaraṃ,<br>evaṃ jarā ca maccu ca,<br>āyuṃ pājenti pāṇinaṃ.			02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=pājeti&entry.1433863141=Parittas"">Fix it here</a>"
13011	12279	āyu 1	nt					life		жизнь	āyus	√i	go	1, 2	√i	･	1	a	come, go		ā + √i > ay + *u	kita	*u	i > ay			DHP 135	daṇḍavaggo	yathā daṇḍena gopālo, gāvo pājeti gocaraṃ,<br>evaṃ jarā ca maccu ca, <b>āyuṃ</b> pājenti pāṇinaṃ.		[sound:āyu.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=āyu 1&entry.1433863141=Parittas"">Fix it here</a>"
23443	25239	gocara 1	masc, comp					food; fodder; grazing; pasture	(where the) cows walk	место кормления; пастбище; корм	gocara										go + cara				kammadhāraya	go + cara	DHP 135	daṇḍavaggo	yathā daṇḍena gopālo, gāvo pājeti <b>gocaraṃ</b>,<br>evaṃ jarā ca maccu ca, āyuṃ pājenti pāṇinaṃ.		[sound:gocara.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=gocara 1&entry.1433863141=Parittas"">Fix it here</a>"
23541	25340	gopāla 1	masc, agent, comp					cowherd; cowboy	cow guard	пастух; ковбой	gopāla										go + pāla				chaṭṭhī tappurisa	g<b>unnaṃ</b> + pāla	DHP 135	daṇḍavaggo	yathā daṇḍena <b>gopālo</b>,<br>gāvo pājeti gocaraṃ,<br>evaṃ jarā ca maccu ca,<br>āyuṃ pājenti pāṇinaṃ.			02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=gopāla 1&entry.1433863141=Parittas"">Fix it here</a>"
55488	65079	sehi 1	pron, instr pl of sa					by one’s own; with one’s own		своими; со своими	svaiḥ										sa + ehi						DHP 136	daṇḍavaggo	atha pāpāni kammāni,<br>karaṃ bālo na bujjhati,<br><b>sehi</b> kammehi dummedho,<br>aggidaḍḍho'va tappati.		[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sehi 1&entry.1433863141=Parittas"">Fix it here</a>"
58895	29965	tappati 1.1	pr, pass of tapati			intrans		is burned; is consumed; is tormented		горит; уничтожается	tapyate	√tap	heat	1	√tap	･	1	ya	burn, radiate heat	√tap + ya > tappa (pass)	tappa + ti			y > p			DHP 136	daṇḍavaggo	atha pāpāni kammāni,<br>karaṃ bālo na bujjhati,<br>sehi kammehi dummedho,<br>aggidaḍḍho'va <b>tappati</b>.		[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=tappati 1.1&entry.1433863141=Parittas"">Fix it here</a>"
2821	648	aggi	masc					fire		огонь	agni	√ag	move tortuously	1	√agg	×	1	a	move crookedly		√agg + i	kita	i				DHP 136	daṇḍavaggo	atha pāpāni kammāni, karaṃ bālo na bujjhati. <br>sehi kammehi dummedho, <b>aggi</b>daḍḍho'va tappati.		[sound:aggi.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=aggi&entry.1433863141=Parittas"">Fix it here</a>"
2824	661	aggidaḍḍha	adj, comp					burned by fire; scorched by flames		сожженный огнем; уничтоженный огнем	agnidagdha										aggi + daḍḍha				tatiyā tappurisa	agg<b>inā</b> + daḍḍha	DHP 136	daṇḍavaggo	atha pāpāni kammāni,<br>karaṃ bālo na bujjhati,<br>sehi kammehi dummedho,<br><b>aggidaḍḍho</b>'va tappati.		[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=aggidaḍḍha&entry.1433863141=Parittas"">Fix it here</a>"
